"Bug ID","Type","Summary","Product","Component","Assignee","Status","Resolution","Updated","Hardware","Priority","Severity","Summary","OS","Triage Owner"
1457217,"enhancement","[wpt-sync] Sync PR 10659 - CSS Flex-box first letter test.","Testing","web-platform-tests","nobody","NEW"," ---","2018-04-26 11:48:19","All","P4","normal","[wpt-sync] Sync PR 10659 - CSS Flex-box first letter test.","All","James Graham [:jgraham]"
1498291,"defect","CSS blur effects are highly inefficient and very slow in canvas filters (Sister bug of Chrome bug #726143).","Core","Canvas: 2D","nobody","NEW"," ---","2020-10-02 09:12:52","Unspecified","P4","normal","CSS blur effects are highly inefficient and very slow in canvas filters (Sister bug of Chrome bug #726143).","Unspecified","Lee Salzman [:lsalzman]"
1562978,"defect","Intermittent tools/profiler/tests/browser/browser_test_feature_jsallocations.js | leaked 1 window(s) until shutdown [url = about:newtab]","Core","Gecko Profiler","nobody","NEW"," ---","2022-01-10 05:00:26","Unspecified","P4","normal","Intermittent tools/profiler/tests/browser/browser_test_feature_jsallocations.js | leaked 1 window(s) until shutdown [url = about:newtab]","Unspecified","Gerald Squelart [:gerald] (he/him)"
329344,"defect","Make tabbrowser use nsIFaviconService for failed favicons","Toolkit","XUL Widgets","nobody","NEW"," ---","2010-05-28 16:41:36","All","P4","normal","Make tabbrowser use nsIFaviconService for failed favicons","All","Mark Striemer [:mstriemer]"
931752,"defect","Webfonts are still cached when the browser cache is disabled","Core","Layout: Text and Fonts","nobody","UNCONFIRMED"," ---","2017-09-09 01:21:28","All","P4","normal","Webfonts are still cached when the browser cache is disabled","All","Jonathan Kew (:jfkthame)"
1209080,"defect","Dtls handshake problem causes 1 secs of early media announcement to be clipped","Core","WebRTC: Networking","nobody","NEW"," ---","2017-09-13 17:19:39","Unspecified","P4","normal","Dtls handshake problem causes 1 secs of early media announcement to be clipped","Unspecified","Byron Campen [:bwc]"
1335487,"defect","console.clear called from iFrame clears logs of parent frame","DevTools","Console","nobody","NEW"," ---","2019-10-30 04:01:23","All","P4","normal","console.clear called from iFrame clears logs of parent frame","All","Nicolas Chevobbe [:nchevobbe]"
1428729,"defect","On otto.de, credit card autofill doesn't work because ""KKnr/KKMonth/KKYear"" can't be identified as ""cc-number/cc-exp-month/cc-exp-year""","Toolkit","Form Autofill","nobody","NEW"," ---","2020-07-02 12:50:55","Unspecified","P4","normal","On otto.de, credit card autofill doesn't work because ""KKnr/KKMonth/KKYear"" can't be identified as ""cc-number/cc-exp-month/cc-exp-year""","Unspecified","Tim Giles [:tgiles]"
1487516,"enhancement","[wpt-sync] Sync PR 12767 - Capitalize WebdriverSpecTest => WebDriverSpecTest","Testing","web-platform-tests","wptsync","NEW"," ---","2018-08-31 05:52:10","All","P4","normal","[wpt-sync] Sync PR 12767 - Capitalize WebdriverSpecTest => WebDriverSpecTest","All","James Graham [:jgraham]"
1538617,"enhancement","[wpt-sync] Sync PR 16023 - Reland ""[ChromeDriver] Set key modifiers with mouse actions""","Testing","web-platform-tests","wptsync","NEW"," ---","2019-03-24 21:48:27","All","P4","normal","[wpt-sync] Sync PR 16023 - Reland ""[ChromeDriver] Set key modifiers with mouse actions""","All","James Graham [:jgraham]"
803164,"defect","Extend gUM automation to include more tests for null values in each function parameter","Core","WebRTC: Audio/Video","nobody","NEW"," ---","2017-09-13 17:19:13","All","P4","normal","Extend gUM automation to include more tests for null values in each function parameter","All","Jan-Ivar Bruaroey [:jib] (needinfo? me)"
1152928,"defect","[e10s] Browser console CC and GC logging should contain process information","Core","XPCOM","nobody","NEW"," ---","2016-02-11 10:42:36","All","P4","normal","[e10s] Browser console CC and GC logging should contain process information","All","Nika Layzell [:nika] (ni? for response)"
1309329,"task","Include cursor information in layer tree","Core","Graphics: Layers","nobody","NEW"," ---","2019-07-01 05:19:06","All","P4","normal","Include cursor information in layer tree","All","Bob Hood"
1617103,"task","yamllint should be documented","Firefox Build System","Lint and Formatting","nobody","NEW"," ---","2020-02-27 06:37:27","Unspecified","P4","normal","yamllint should be documented","Unspecified","Andrew Halberstadt [:ahal]"
1401571,"enhancement","Sync preferences should respond to longer names or emails","Firefox","Preferences","nobody","NEW"," ---","2017-09-21 12:08:00","Unspecified","P4","normal","Sync preferences should respond to longer names or emails","Unspecified","Jared Wein [:jaws] (please needinfo? me)"
1475131,"enhancement","[wpt-sync] Sync PR 11931 - Non protocol specific part of pointer actions in testdriver","Testing","web-platform-tests","wptsync","NEW"," ---","2018-07-24 03:31:56","All","P4","normal","[wpt-sync] Sync PR 11931 - Non protocol specific part of pointer actions in testdriver","All","James Graham [:jgraham]"
1514751,"defect","Intermittent devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_addons_manifest_url.js | Uncaught exception - at chrome://mochitests/content/browser/devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_","DevTools","about:debugging","nobody","NEW"," ---","2022-01-10 04:37:03","Unspecified","P4","normal","Intermittent devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_addons_manifest_url.js | Uncaught exception - at chrome://mochitests/content/browser/devtools/client/aboutdebugging-new/test/browser/browser_aboutdebugging_","Unspecified","Julian Descottes [:jdescottes]"
90919,"enhancement","URL bar should not lose focus until (non-error) page starts to load","SeaMonkey","Location Bar","location-bar","NEW"," ---","2008-08-10 21:04:30","All","P4","normal","URL bar should not lose focus until (non-error) page starts to load","All",
554813,"enhancement","Bugzilla should display failed logins for your account when you login","Bugzilla","User Accounts","user-accounts","NEW"," ---","2015-03-17 06:40:24","All","P4","normal","Bugzilla should display failed logins for your account when you login","All",
1052141,"defect","Add a test that makes sure crashed GMP plugins are reported to the crash service","Core","WebRTC","nobody","NEW"," ---","2019-02-01 08:11:58","All","P4","normal","Add a test that makes sure crashed GMP plugins are reported to the crash service","All","Michael Froman [:mjf]"
1270052,"defect","State indicator doesn't persist on the first download on a new profile","Firefox","Downloads Panel","nobody","NEW"," ---","2017-01-11 08:21:38","All","P4","normal","State indicator doesn't persist on the first download on a new profile","All","Marco Bonardo [:mak]"
1601482,"defect","Closing Tab Sometimes Results in Swap to Tab 0","Firefox for iOS","General","nobody","UNCONFIRMED"," ---","2021-04-20 03:35:43","Other","P4","normal","Closing Tab Sometimes Results in Swap to Tab 0","iOS","Jeremy Evans"
1381693,"enhancement","Make gPropertyEnabled a bit set and remove EXPERIMENTAL table in Servo's check_allowed_in for Stylo","Core","CSS Parsing and Computation","nobody","NEW"," ---","2018-01-16 15:26:17","Unspecified","P4","normal","Make gPropertyEnabled a bit set and remove EXPERIMENTAL table in Servo's check_allowed_in for Stylo","Unspecified","Emilio Cobos Álvarez (:emilio)"
1463149,"enhancement","Save SVG as file with inspector","DevTools","Inspector","nobody","UNCONFIRMED"," ---","2018-06-13 10:27:05","All","P4","normal","Save SVG as file with inspector","All","Julian Descottes [:jdescottes]"
1505196,"defect","partially loaded apng files flicker","Core","ImageLib","nobody","UNCONFIRMED"," ---","2018-11-15 18:48:42","Unspecified","P4","normal","partially loaded apng files flicker","Unspecified","Andrew Osmond [:aosmond] (he/him)"
1580069,"task","[wpt-sync] Sync PR 18950 - adds @jorydotcom and @boazsender as moderators to CoC","Testing","web-platform-tests","wptsync","NEW"," ---","2019-09-09 19:50:11","All","P4","normal","[wpt-sync] Sync PR 18950 - adds @jorydotcom and @boazsender as moderators to CoC","All","James Graham [:jgraham]"
393466,"defect","Modal dialogue stripped and presented in new Window after session restore","Firefox","Session Restore","nobody","NEW"," ---","2020-04-23 20:15:18","All","P4","normal","Modal dialogue stripped and presented in new Window after session restore","All","Dão Gottwald [::dao]"
1237686,"defect","Implement a Telemetry profile-reset ping","Toolkit","Telemetry","nobody","NEW"," ---","2016-01-20 07:15:52","All","P4","normal","Implement a Telemetry profile-reset ping","All","Chris H-C :chutten"
1358730,"defect","2.41ms uninterruptible reflow at stop@chrome://global/content/bindings/browser.xml:99:13","Firefox","Tabbed Browser","nobody","NEW"," ---","2018-03-19 13:33:47","Unspecified","P4","normal","2.41ms uninterruptible reflow at stop@chrome://global/content/bindings/browser.xml:99:13","Unspecified","Dão Gottwald [::dao]"
1452121,"enhancement","[wpt-sync] Sync PR 9920 - Add tests for return value of DOMTokenList's replace() method","Testing","web-platform-tests","nobody","NEW"," ---","2018-04-06 08:12:27","All","P4","normal","[wpt-sync] Sync PR 9920 - Add tests for return value of DOMTokenList's replace() method","All","James Graham [:jgraham]"
1494656,"enhancement","[wpt-sync] Sync PR 13242 - Testing no-op change in pipes.py. Please ignore, will delete.","Testing","web-platform-tests","wptsync","NEW"," ---","2018-09-27 06:39:18","All","P4","normal","[wpt-sync] Sync PR 13242 - Testing no-op change in pipes.py. Please ignore, will delete.","All","James Graham [:jgraham]"
1553860,"defect","[wpt-sync] Sync PR 16974 - webrtc wpt: use less things that only work in chrome","Core","WebRTC","wptsync","NEW"," ---","2019-05-23 10:43:09","All","P4","normal","[wpt-sync] Sync PR 16974 - webrtc wpt: use less things that only work in chrome","All","Michael Froman [:mjf]"
235599,"enhancement","Quicksearch features: additional conditions and prefix-like restrictions","Bugzilla","Query/Bug List","query-and-buglist","NEW"," ---","2013-08-01 10:28:04","All","P4","normal","Quicksearch features: additional conditions and prefix-like restrictions","All",
888177,"defect","Implement ImageCapture API","Core","WebRTC: Audio/Video","nobody","NEW"," ---","2021-12-10 13:34:39","ARM","P4","normal","Implement ImageCapture API","Gonk (Firefox OS)","Jan-Ivar Bruaroey [:jib] (needinfo? me)"
1187153,"defect","Right side of the window can sometimes be cut off after window layout changes","Core","Widget: Win32","nobody","NEW"," ---","2016-07-22 12:51:16","Unspecified","P4","normal","Right side of the window can sometimes be cut off after window layout changes","Windows","Stephen A Pohl [:spohl]"
1627609,"task","[wpt-sync] Sync PR 22711 - Restore UA specific behavior out of css/css-flexbox/flex-item-contains-strict.html","Core","Layout: Flexbox","wptsync","NEW"," ---","2020-04-06 01:28:47","All","P4","normal","[wpt-sync] Sync PR 22711 - Restore UA specific behavior out of css/css-flexbox/flex-item-contains-strict.html","All","Daniel Holbert [:dholbert]"
1416238,"enhancement","Create a documentation panel","DevTools","General","nobody","NEW"," ---","2018-06-13 10:21:13","Unspecified","P4","normal","Create a documentation panel","Unspecified","Jan Honza Odvarko [:Honza] (always need-info? me)"
1482514,"enhancement","Move CSSPixel and AppUnit conversion functions to layout/base/Units.h","Core","Layout","nobody","NEW"," ---","2018-08-11 15:37:03","Unspecified","P4","normal","Move CSSPixel and AppUnit conversion functions to layout/base/Units.h","Unspecified","Daniel Holbert [:dholbert]"
1532476,"enhancement","[wpt-sync] Sync PR 15617 - #8539 Config preferences backend restructure","Testing","web-platform-tests","wptsync","NEW"," ---","2019-03-07 20:30:16","All","P4","normal","[wpt-sync] Sync PR 15617 - #8539 Config preferences backend restructure","All","James Graham [:jgraham]"
137895,"enhancement","basic/common/new keywords","Bugzilla","Creating/Changing Bugs","create-and-change","NEW"," ---","2007-02-12 12:26:59","All","P4","normal","basic/common/new keywords","All",
719013,"defect","Slow with lots of frames","Core","Layout","nobody","REOPENED"," ---","2017-03-14 10:03:51","ARM","P4","normal","Slow with lots of frames","Android","Daniel Holbert [:dholbert]"
1297074,"defect","mach / the build system really don't like mozconfig paths with spaces (at least on Windows)","Firefox Build System","General","nobody","NEW"," ---","2021-08-26 01:45:50","Unspecified","P4","normal","mach / the build system really don't like mozconfig paths with spaces (at least on Windows)","Unspecified","Mitchell Hentges [:mhentges] 🦀"
1611850,"task","[wpt-sync] Sync PR 21446 - Rename some manual css-backgrounds tests","Core","Layout: Images, Video, and HTML Frames","wptsync","NEW"," ---","2020-01-27 13:17:52","All","P4","normal","[wpt-sync] Sync PR 21446 - Rename some manual css-backgrounds tests","All","Emilio Cobos Álvarez (:emilio)"
1470987,"defect","[css-grid] Assertion failure: item.mGridItem->mBaselineOffset[mAxis] >= 0, at /builds/worker/workspace/build/src/layout/generic/nsGridContainerFrame.cpp:3954","Core","Layout","nobody","NEW"," ---","2018-06-25 17:40:37","All","P4","normal","[css-grid] Assertion failure: item.mGridItem->mBaselineOffset[mAxis] >= 0, at /builds/worker/workspace/build/src/layout/generic/nsGridContainerFrame.cpp:3954","All","Daniel Holbert [:dholbert]"
1512167,"enhancement","[wpt-sync] Sync PR 14377 - Trusted Types: URLs should be USVString, not DOMString.","Core","DOM: Core & HTML","wptsync","REOPENED"," ---","2020-01-24 12:18:44","All","P4","normal","[wpt-sync] Sync PR 14377 - Trusted Types: URLs should be USVString, not DOMString.","All","Hsin-Yi Tsai [:hsinyi]"
70470,"defect","Would like signtool to also create compressed tar archives","NSS","Tools","rrelyea","NEW"," ---","2006-03-30 14:49:04","Sun","P4","normal","Would like signtool to also create compressed tar archives","Solaris","Benjamin Beurdouche [:beurdouche]"
497820,"defect","[HTML5] HTML5 parser should use mozilla:: instead of nsHtml5 for naming","Core","DOM: HTML Parser","nobody","NEW"," ---","2011-04-20 07:50:11","All","P4","normal","[HTML5] HTML5 parser should use mozilla:: instead of nsHtml5 for naming","All","Hsin-Yi Tsai [:hsinyi]"
1011357,"enhancement","Sync other devices tabs as groups","Firefox","Sync","nobody","NEW"," ---","2015-06-30 14:55:30","All","P4","normal","Sync other devices tabs as groups","All","Mark Hammond [:markh] [:mhammond]"
1260777,"defect","[gtk3] button labels are messed up while being dragged to another position","Core","Widget: Gtk","nobody","NEW"," ---","2017-01-27 05:56:28","All","P4","normal","[gtk3] button labels are messed up while being dragged to another position","Linux","Martin Stránský [:stransky] (ni? me)"
1596239,"task","Investigate why artifact build didn't break with the landing of bug 1590167","Firefox Build System","General","nobody","NEW"," ---","2020-04-19 23:43:34","Unspecified","P4","normal","Investigate why artifact build didn't break with the landing of bug 1590167","Unspecified","Mitchell Hentges [:mhentges] 🦀"
1374191,"defect","Context-menu on OSX looking ugly, not using native fonts","Core","Widget: Cocoa","nobody","NEW"," ---","2020-03-06 23:18:15","Unspecified","P4","normal","Context-menu on OSX looking ugly, not using native fonts","Unspecified","Stephen A Pohl [:spohl]"
1459960,"enhancement","Add application panel global toggle: offline mode for service worker","DevTools","Application Panel","nobody","NEW"," ---","2020-06-03 11:14:19","Unspecified","P4","normal","Add application panel global toggle: offline mode for service worker","Unspecified","Hubert Boma Manilla (:bomsy)"
1501132,"enhancement","PrioEncoder.encode() should take server public keys as input","Toolkit","Telemetry","rhelmer","ASSIGNED"," ---","2021-06-10 11:37:24","Unspecified","P4","normal","PrioEncoder.encode() should take server public keys as input","Unspecified","Chris H-C :chutten"
943228,"defect","Clipping issue when using transform, border-radius and overflow with a background-color at some zoom levels","Core","Layout","nobody","NEW"," ---","2016-01-22 08:29:02","x86_64","P4","normal","Clipping issue when using transform, border-radius and overflow with a background-color at some zoom levels","Linux","Daniel Holbert [:dholbert]"
1226343,"defect","Intermittent test_peerConnection_asymmetricIsolation.html | application timed out after 330 seconds with no output","Core","WebRTC","nobody","NEW"," ---","2017-12-24 17:40:22","Unspecified","P4","normal","Intermittent test_peerConnection_asymmetricIsolation.html | application timed out after 330 seconds with no output","Unspecified","Michael Froman [:mjf]"
1674146,"defect","Investigate ways to improve the experience around tests that will fail if metrics expire","Data Platform and Tools","Glean: SDK","nobody","NEW"," ---","2021-01-27 01:15:53","Unspecified","P4","normal","Investigate ways to improve the experience around tests that will fail if metrics expire","Unspecified","Jan-Erik Rediger [:janerik]"
1350629,"defect","EWMH icon has white background (It should be transparent)","Core","Widget: Gtk","nobody","UNCONFIRMED"," ---","2017-04-12 10:46:57","Unspecified","P4","normal","EWMH icon has white background (It should be transparent)","Unspecified","Martin Stránský [:stransky] (ni? me)"
1445179,"enhancement","[wpt-sync] Sync PR 9991 - Disable mixed content checks for some beacon WPT","Core","DOM: Security","nobody","NEW"," ---","2018-03-13 09:40:51","All","P4","normal","[wpt-sync] Sync PR 9991 - Disable mixed content checks for some beacon WPT","All","Christoph Kerschbaumer [:ckerschb]"
1490749,"enhancement","[wpt-sync] Sync PR 12973 - Work around lint failure.","Testing","web-platform-tests","wptsync","REOPENED"," ---","2018-09-16 12:41:19","All","P4","normal","[wpt-sync] Sync PR 12973 - Work around lint failure.","All","James Graham [:jgraham]"
1547798,"defect","[wpt-sync] Sync PR 16554 - Add CEReactions tests for some HTML elements","Core","DOM: Core & HTML","wptsync","NEW"," ---","2019-04-29 11:49:09","All","P4","normal","[wpt-sync] Sync PR 16554 - Add CEReactions tests for some HTML elements","All","Hsin-Yi Tsai [:hsinyi]"
847020,"defect","embedded pdf is not displayed","Firefox","PDF Viewer","nobody","UNCONFIRMED"," ---","2022-01-28 06:42:16","x86_64","P4","normal","embedded pdf is not displayed","Linux","Brendan Dahl [:bdahl]"
1168591,"defect","TelemetryEnvironment takes up 160ms on startup on Android","Toolkit","Telemetry","nobody","NEW"," ---","2017-08-18 07:55:58","All","P4","normal","TelemetryEnvironment takes up 160ms on startup on Android","Android","Chris H-C :chutten"
1263374,"defect","Intermittent test_setIdentityProviderWithErrors.html | Test timed out","Core","WebRTC","nobody","NEW"," ---","2018-01-07 17:22:03","Unspecified","P4","normal","Intermittent test_setIdentityProviderWithErrors.html | Test timed out","Unspecified","Michael Froman [:mjf]"
1598326,"task","[wpt-sync] Sync PR 20360 - GBK encoding and decoding tests","Core","Internationalization","wptsync","REOPENED"," ---","2020-01-24 12:05:04","All","P4","normal","[wpt-sync] Sync PR 20360 - GBK encoding and decoding tests","All","Makoto Kato [:m_kato]"
1376887,"enhancement","max-bundle gathers rtcp candidates","Core","WebRTC: Networking","nobody","NEW"," ---","2017-09-13 17:18:33","Unspecified","P4","normal","max-bundle gathers rtcp candidates","Unspecified","Byron Campen [:bwc]"
1460661,"enhancement","[wpt-sync] Sync PR 5278 - Image shape margin tests","Core","CSS Parsing and Computation","wptsync","NEW"," ---","2018-05-10 09:38:49","All","P4","normal","[wpt-sync] Sync PR 5278 - Image shape margin tests","All","Emilio Cobos Álvarez (:emilio)"
1502493,"enhancement","Move some text rendering declarations from minimal-xul.css to xul.css","Core","CSS Parsing and Computation","nobody","NEW"," ---","2018-10-26 12:49:38","All","P4","normal","Move some text rendering declarations from minimal-xul.css to xul.css","All","Emilio Cobos Álvarez (:emilio)"
1578159,"task","[wpt-sync] Sync PR 18785 - [WIP] Restructure Blob, structured serialization","Core","DOM: Core & HTML","wptsync","NEW"," ---","2019-12-19 22:15:51","All","P4","normal","[wpt-sync] Sync PR 18785 - [WIP] Restructure Blob, structured serialization","All","Hsin-Yi Tsai [:hsinyi]"
373512,"defect","'Local Settings/x.y' directory not created/used immediately after account creation when using '-profilemanager', for XPC.mfl/XUL.mfl/Cache/...","Toolkit","Startup and Profile System","nobody","NEW"," ---","2017-08-18 07:56:25","x86","P4","normal","'Local Settings/x.y' directory not created/used immediately after account creation when using '-profilemanager', for XPC.mfl/XUL.mfl/Cache/...","Windows 2000","Dave Townsend [:mossop]"
947820,"defect","[CSS3-flex]Flex item itself as a flex container picture overflow","Core","Layout","nobody","NEW"," ---","2014-03-13 07:28:30","All","P4","normal","[CSS3-flex]Flex item itself as a flex container picture overflow","All","Daniel Holbert [:dholbert]"
1231737,"defect","Regression test to check that the bundled company list is not broken","Firefox","General","nobody","NEW"," ---","2016-05-09 11:33:57","Unspecified","P4","normal","Regression test to check that the bundled company list is not broken","Unspecified","Dave Townsend [:mossop]"
1354562,"defect","Consider moving some <style> elements to separate sheets","Firefox","Theme","nobody","NEW"," ---","2018-03-26 14:49:05","Unspecified","P4","normal","Consider moving some <style> elements to separate sheets","Unspecified","Dão Gottwald [::dao]"
1448776,"enhancement","Allow line-break after - (U+002D / hyphen-minus) between digits.","Core","Layout: Text and Fonts","nobody","NEW"," ---","2020-02-24 13:55:48","Unspecified","P4","normal","Allow line-break after - (U+002D / hyphen-minus) between digits.","All","Jonathan Kew (:jfkthame)"
1492740,"enhancement","[wpt-sync] Sync PR 13100 - Update interfaces/UISecurity.idl","Core","DOM: Core & HTML","wptsync","NEW"," ---","2019-03-13 06:42:05","All","P4","normal","[wpt-sync] Sync PR 13100 - Update interfaces/UISecurity.idl","All","Hsin-Yi Tsai [:hsinyi]"
1548291,"defect","[wpt-sync] Sync PR 16280 - [testharness.js] Sanitize unpaired surrogates","Testing","web-platform-tests","wptsync","NEW"," ---","2019-05-01 08:49:37","All","P4","normal","[wpt-sync] Sync PR 16280 - [testharness.js] Sanitize unpaired surrogates","All","James Graham [:jgraham]"
850490,"defect","Create some mochitests that alters media flow between a local and remote PC","Core","WebRTC: Audio/Video","nobody","NEW"," ---","2017-09-13 17:19:20","All","P4","normal","Create some mochitests that alters media flow between a local and remote PC","All","Jan-Ivar Bruaroey [:jib] (needinfo? me)"
1172700,"defect","[GMP] Crash in GMPVideoEncoderParent::AnswerNeedShmem in FF41","Core","WebRTC: Audio/Video","nobody","NEW"," ---","2017-09-13 17:18:08","Unspecified","P4","normal","[GMP] Crash in GMPVideoEncoderParent::AnswerNeedShmem in FF41","Unspecified","Jan-Ivar Bruaroey [:jib] (needinfo? me)"
1623683,"task","[wpt-sync] Sync PR 22336 - Adjust silent-ignore.html test to ensure there is user-activation.","Core","DOM: Core & HTML","wptsync","NEW"," ---","2020-03-20 10:50:06","All","P4","normal","[wpt-sync] Sync PR 22336 - Adjust silent-ignore.html test to ensure there is user-activation.","All","Hsin-Yi Tsai [:hsinyi]"
1407921,"task","Add ATHEX Root CA G2","NSS","CA Certificate Root Program","bwilson","ASSIGNED"," ---","2022-01-27 14:52:24","Unspecified","P4","normal","Add ATHEX Root CA G2","Unspecified","Kathleen Wilson"
1479590,"enhancement","[wpt-sync] Sync PR 12238 - DO NOT LAND: https://github.com/web-platform-tests/wpt/pull/8748","Testing","web-platform-tests","wptsync","NEW"," ---","2018-07-31 14:21:02","All","P4","normal","[wpt-sync] Sync PR 12238 - DO NOT LAND: https://github.com/web-platform-tests/wpt/pull/8748","All","James Graham [:jgraham]"
123341,"defect","offsetTop, offsetWidth and offsetLeft don't work correctly w/ an <area> tag","Core","DOM: CSS Object Model","nobody","NEW"," ---","2021-02-22 07:18:51","All","P4","normal","offsetTop, offsetWidth and offsetLeft don't work correctly w/ an <area> tag","All","Emilio Cobos Álvarez (:emilio)"
666794,"defect","Allow two-point data collection in telemetry","Toolkit","Telemetry","nobody","NEW"," ---","2019-08-27 06:48:14","All","P4","normal","Allow two-point data collection in telemetry","All","Chris H-C :chutten"
1284996,"defect","e10s code should provide some kind of UI to let me enable it even if I used an a11y tool 10 minutes ago","Firefox","General","nobody","NEW"," ---","2016-07-07 09:31:28","Unspecified","P4","normal","e10s code should provide some kind of UI to let me enable it even if I used an a11y tool 10 minutes ago","Unspecified","Dave Townsend [:mossop]"
1609608,"task","[wpt-sync] Sync PR 21213 - Fix fetch/origin/assorted.window.js","Core","DOM: Networking","wptsync","NEW"," ---","2020-01-16 08:35:31","All","P4","normal","[wpt-sync] Sync PR 21213 - Fix fetch/origin/assorted.window.js","All","Dragana Damjanovic [:dragana]"
1389742,"enhancement","stylo: Remove a few hacky code paths we have from the frame constructor.","Core","CSS Parsing and Computation","nobody","NEW"," ---","2018-01-16 15:25:10","Unspecified","P4","normal","stylo: Remove a few hacky code paths we have from the frame constructor.","Unspecified","Emilio Cobos Álvarez (:emilio)"
1468383,"enhancement","[wpt-sync] Sync PR 5525 - Add a few tests for whether CSS subresources are critical","Testing","web-platform-tests","wptsync","NEW"," ---","2018-06-12 13:19:05","All","P4","normal","[wpt-sync] Sync PR 5525 - Add a few tests for whether CSS subresources are critical","All","James Graham [:jgraham]"
1510169,"enhancement","[wpt-sync] Sync PR 14249 - Update interfaces/SVG.idl","Core","DOM: Core & HTML","wptsync","NEW"," ---","2019-03-13 06:42:05","All","P4","normal","[wpt-sync] Sync PR 14249 - Update interfaces/SVG.idl","All","Hsin-Yi Tsai [:hsinyi]"
457613,"enhancement","Offer a ""fill their pipe"" mode for automatic weight setting","Webtools","Bouncer","nobody","NEW"," ---","2010-01-15 06:19:42","All","P4","normal","Offer a ""fill their pipe"" mode for automatic weight setting","All",
988659,"defect","Make clip-path/mask apply to fragments as specified by box-decoration-break","Core","Layout: Block and Inline","nobody","NEW"," ---","2015-04-22 01:53:35","All","P4","normal","Make clip-path/mask apply to fragments as specified by box-decoration-break","All","Jonathan Kew (:jfkthame)"
1592988,"enhancement","Support RTCRtpReceiver.playoutDelay","Core","WebRTC: Signaling","nobody","NEW"," ---","2021-06-10 07:24:11","Unspecified","P4","normal","Support RTCRtpReceiver.playoutDelay","Unspecified","Nico Grunbaum [:ng, @chew:mozilla.org]"
1370718,"defect","{inc} Layout of <legend> with display:grid/flex is inconsistent after zoom operation","Core","CSS Parsing and Computation","nobody","NEW"," ---","2018-03-19 06:52:40","All","P4","normal","{inc} Layout of <legend> with display:grid/flex is inconsistent after zoom operation","All","Emilio Cobos Álvarez (:emilio)"
1458410,"enhancement","[wpt-sync] Sync PR 10748 - Testdriver API to get a list of window handles","Testing","web-platform-tests","nobody","NEW"," ---","2018-05-01 19:44:56","All","P4","normal","[wpt-sync] Sync PR 10748 - Testdriver API to get a list of window handles","All","James Graham [:jgraham]"
1499242,"enhancement","[wpt-sync] Sync PR 13533 - IndexedDB: Move content/renderer/indexed_db/ to Blink","Core","Storage: IndexedDB","wptsync","NEW"," ---","2018-10-17 21:08:48","All","P4","normal","[wpt-sync] Sync PR 13533 - IndexedDB: Move content/renderer/indexed_db/ to Blink","All","Jens Stutte [:jstutte]"
1566519,"task","[wpt-sync] Sync PR 17858 - Rename pointer's name to avoid check failure in Chromedriver","Core","DOM: Events","wptsync","NEW"," ---","2019-07-22 10:22:32","All","P4","normal","[wpt-sync] Sync PR 17858 - Rename pointer's name to avoid check failure in Chromedriver","All","Hsin-Yi Tsai [:hsinyi]"
935783,"defect","""ASSERTION: Start time too early"" with cycle","Core","Web Audio","karlt","NEW"," ---","2017-09-13 17:17:50","x86_64","P4","normal","""ASSERTION: Start time too early"" with cycle","macOS","Paul Adenot (:padenot)"
1214732,"defect","Getting delay in firefox for VP8 video streaming during WebRTC call with Kodak camera with 1440*1440 resolution and 30 FPS/Sec","Core","WebRTC: Audio/Video","nobody","NEW"," ---","2020-05-10 08:27:19","Unspecified","P4","normal","Getting delay in firefox for VP8 video streaming during WebRTC call with Kodak camera with 1440*1440 resolution and 30 FPS/Sec","Unspecified","Jan-Ivar Bruaroey [:jib] (needinfo? me)"
1431138,"enhancement","Colored Title Bar and Buttons are grey/white","Firefox","Theme","nobody","UNCONFIRMED"," ---","2020-11-04 02:35:04","All","P4","normal","Colored Title Bar and Buttons are grey/white","Windows 10","Dão Gottwald [::dao]"
1488847,"enhancement","[wpt-sync] Sync PR 12852 - Revert ""[Image Capture] Add focusDistance constraint.""","Testing","web-platform-tests","wptsync","NEW"," ---","2018-09-05 10:27:12","All","P4","normal","[wpt-sync] Sync PR 12852 - Revert ""[Image Capture] Add focusDistance constraint.""","All","James Graham [:jgraham]"
1541324,"defect","[wpt-sync] Sync PR 14887 - DO NOT MERGE: run all CI test jobs","Testing","web-platform-tests","wptsync","NEW"," ---","2019-04-02 23:55:09","All","P4","normal","[wpt-sync] Sync PR 14887 - DO NOT MERGE: run all CI test jobs","All","James Graham [:jgraham]"
178671,"enhancement","<wbr> should be implemented as a CSS rule or maybe XBL","Core","Layout: Text and Fonts","nobody","NEW"," ---","2021-12-17 04:54:36","All","P4","normal","<wbr> should be implemented as a CSS rule or maybe XBL","All","Jonathan Kew (:jfkthame)"
819899,"defect","The shortcut Windows+V doesn't work","Core","Widget: Win32","nobody","NEW"," ---","2016-11-09 12:55:08","x86_64","P4","normal","The shortcut Windows+V doesn't work","Windows 7","Stephen A Pohl [:spohl]"
