"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed","Alias","Assignee Real Name","Blocks","Classification","Deadline","Depends on","Flags","Hardware","Keywords","Last Visit","Number of Comments","Opened","OS","Personal Tags","Priority","QA Contact","QA Contact Real Name","Reporter","Reporter Real Name","Severity","Summary","Target Milestone","URL","Version","Votes","Whiteboard"
192980,"z_Archived","TPTP","samwai","CLOSED","FIXED","JVMPI Profile data of ReAttach agent is sent to the PreAttach agent","2016-05-05 10:43:27",,"Samson Wai",,"Eclipse Foundation",,,"review?","PC",,,12,"2007-06-15 15:27:11","Windows XP",,"P1",,,"guru.nagarajan","Guru Nagarajan","blocker","JVMPI Profile data of ReAttach agent is sent to the PreAttach agent"," ---",,"unspecified",0,"closed460"
286846,"z_Archived","TPTP","yunan.he","CLOSED","WORKSFORME","Profile on Server crashes with JRE 1.5 and 1.6 (Sun and IBM)","2016-05-05 10:44:07",,"Yunan, He",,"Eclipse Foundation",,,,"PC",,,3,"2009-08-17 13:49:25","Windows XP",,"P1","kathy","Kathy Chan","ewchan","Eugene Chan","blocker","Profile on Server crashes with JRE 1.5 and 1.6 (Sun and IBM)"," ---",,"unspecified",0,"Milestone3 adopter"
210955,"z_Archived","TPTP","paulslau","CLOSED","FIXED","Report returns no execution values","2016-05-05 10:29:06",,"Paul Slauenwhite",211751,"Eclipse Foundation",,210968,,"All","plan",,6,"2007-11-26 13:48:08","All",,"P1",,,"jcayne","Joel Cayne","blocker","Report returns no execution values"," ---",,"unspecified",0,"bvt"
189630,"z_Archived","TPTP","stoian","CLOSED","DUPLICATE","TPTP features are missing License.html files.","2016-05-05 10:42:08",,"Sorin Stoian",,"Eclipse Foundation",,,,"All",,,3,"2007-05-29 06:05:21","All",,"P1",,,"paulslau","Paul Slauenwhite","blocker","TPTP features are missing License.html files."," ---",,"unspecified",0,
549570,"EPP","javascript-package","epp.packager-inbox","CLOSED","INVALID","Eclipse IDE for Web and JavaScript  4.12 2019-06 missing all the key JavaScript dev related features","2019-08-08 10:07:47",,"Project Inbox",,"Technology",,,,"PC",,,13,"2019-07-25 11:49:56","Windows 10",,"P1",,,"bxu","Bingxue Xu","blocker","Eclipse IDE for Web and JavaScript  4.12 2019-06 missing all the key JavaScript dev related features"," ---",,"unspecified",0,
129018,"z_Archived","TPTP","ruthdaly","CLOSED","FIXED","[test blocked] Packaging problems in platform documentation","2016-05-05 10:42:12",,"Ruth Lee",,"Eclipse Foundation",,,,"All",,,9,"2006-02-22 13:17:16","All",,"P1",,,"ruthdaly","Ruth Lee","blocker","[test blocked] Packaging problems in platform documentation"," ---",,"unspecified",0,"closed460"
531432,"Papyrus-rt","releng","eposse","REOPENED"," ---","[releng][tp] The build is broken","2020-12-08 09:46:23",,"Ernesto Posse",,"Modeling",,526327,,"All",,,8,"2018-02-20 15:44:33","All",,"P1",,,"eposse","Ernesto Posse","blocker","[releng][tp] The build is broken","1.0.1",,"1.0.0",0,
201474,"z_Archived","TPTP","igor.alelekov","CLOSED","FIXED","Time out exception on launch attemp.","2016-05-05 10:42:46",,"Igor Alelekov",,"Eclipse Foundation",,,,"PC",,,56,"2007-08-28 16:18:20","Windows XP",,"P1",,,"ewchan","Eugene Chan","blocker","Time out exception on launch attemp."," ---",,"unspecified",1,
171418,"z_Archived","TPTP","igor.alelekov","CLOSED","FIXED","New tech Agent Controller 4.3 crashes on Linux","2016-05-05 11:01:54",,"Igor Alelekov",,"Eclipse Foundation",,,,"PC","plan",,11,"2007-01-23 11:22:02","Windows XP",,"P1",,,"stoiko.avdjiev","Stoiko Avdjiev","blocker","New tech Agent Controller 4.3 crashes on Linux"," ---",,"unspecified",0,"closed460"
182347,"z_Archived","TPTP","igor.alelekov","CLOSED","FIXED","4.4.0i2 D patch agent controller crashes on Windows EM64T when profiling","2016-05-05 11:03:04",,"Igor Alelekov",142832,"Eclipse Foundation",,,,"PC",,,16,"2007-04-13 11:45:23","Windows Server 2003",,"P1",,,"haggarty","Alan Haggarty","blocker","4.4.0i2 D patch agent controller crashes on Windows EM64T when profiling"," ---",,"unspecified",0,"closed460"
499799,"Jubula","Core","daniel.toelgyesi","CLOSED","FIXED","New projects are created with version number 8.4","2016-08-18 10:02:03",,"Daniel Tolgyesi",,"Technology",,,,"PC",,,4,"2016-08-17 03:55:49","Windows NT",,"P1","elena.pister","Elena Pister","elena.pister","Elena Pister","blocker","New projects are created with version number 8.4"," ---",,"unspecified",0,
235849,"z_Archived","TPTP","kendricw","CLOSED","FIXED","Support Harmony build with 32-bit ProbeKit","2016-05-05 10:38:29",,"Kendric Wang",,"Eclipse Foundation",,,"review+","PC",,,5,"2008-06-05 11:22:01","Windows 2000",,"P1",,,"jkubasta",,"blocker","Support Harmony build with 32-bit ProbeKit"," ---",,"unspecified",0,
212393,"z_Archived","TPTP","paulslau","CLOSED","FIXED","JUnit-based test generation is broken.","2016-05-05 10:31:39",,"Paul Slauenwhite",,"Eclipse Foundation",,,,"All","plan",,3,"2007-12-10 07:45:04","All",,"P1",,,"paulslau","Paul Slauenwhite","blocker","JUnit-based test generation is broken."," ---",,"unspecified",0,
253872,"z_Archived","TPTP","chengrui.deng","CLOSED","FIXED","There are compilation errors on linux-ia32 while building.","2016-05-05 10:43:53",,"Chengrui Deng",,"Eclipse Foundation",,,,"PC",,,8,"2008-11-05 02:54:16","Linux",,"P1",,,"yi.y.zhang","ZhangYi","blocker","There are compilation errors on linux-ia32 while building."," ---",,"unspecified",0,"closed462"
107023,"z_Archived","TPTP","informationlaboratory","CLOSED","FIXED","TVT 3.1 - About > Plugins contains plug-in names "" #%plugin.name","2016-05-05 10:36:41",,"Alex Iskold",,"Eclipse Foundation",,,,"PC",,,4,"2005-08-15 10:27:42","Linux-GTK",,"P1",,,"mtveety","Matthew T. Veety","blocker","TVT 3.1 - About > Plugins contains plug-in names "" #%plugin.name"," ---",,"unspecified",0,
185833,"z_Archived","TPTP","asaf.yaffe","CLOSED","INVALID","JVMTI Profilers cannot be launched in ""enabled"" mode","2016-05-05 10:42:06",,"Asaf Yaffe",,"Eclipse Foundation",,,,"All",,,3,"2007-05-07 14:55:47","All",,"P1",,,"asaf.yaffe","Asaf Yaffe","blocker","JVMTI Profilers cannot be launched in ""enabled"" mode"," ---",,"unspecified",0,"closed460"
223493,"z_Archived","TPTP","apnan","CLOSED","FIXED","Not able to import logs from TPTP log analyzer,java.lang.NumberFormatException in  ""Import Log file"" wizard","2016-05-05 10:49:29",,"Alex Nan",,"Eclipse Foundation",,,,"PC",,,5,"2008-03-21 09:22:34","Windows XP",,"P1",,,"vsatpute","vrushali satpute","blocker","Not able to import logs from TPTP log analyzer,java.lang.NumberFormatException in  ""Import Log file"" wizard"," ---",,"unspecified",0,"closed460"
241085,"z_Archived","TPTP","yunan.he","CLOSED","FIXED","Profile on Server memory analysis does not show servlet data.","2016-05-05 10:42:49",,"Yunan, He",,"Eclipse Foundation",,,"review+","PC",,,43,"2008-07-16 09:27:18","Windows XP",,"P1",,,"ewchan","Eugene Chan","blocker","Profile on Server memory analysis does not show servlet data."," ---",,"unspecified",0,"closed462"
182731,"z_Archived","TPTP","nmehrega","CLOSED","FIXED","NullPointerException when configuring the AC from TPTP-4.4.0-200704170100.","2016-05-05 10:53:33",,"Navid Mehregani",,"Eclipse Foundation",,,,"All",,,8,"2007-04-17 08:17:04","All",,"P1",,,"paulslau","Paul Slauenwhite","blocker","NullPointerException when configuring the AC from TPTP-4.4.0-200704170100."," ---",,"unspecified",0,
158299,"z_Archived","TPTP","popescu","CLOSED","FIXED","Cannot communicate with local/remote AC with security enabled.","2016-05-05 10:42:12",,"Valentina Popescu",,"Eclipse Foundation",,,,"All",,,12,"2006-09-22 09:08:17","All",,"P1",,,"paulslau","Paul Slauenwhite","blocker","Cannot communicate with local/remote AC with security enabled."," ---",,"unspecified",0,
217720,"z_Archived","TPTP","igor.alelekov","CLOSED","FIXED","[Linux] Cannot start the Agent Controller.","2016-05-05 10:52:59",,"Igor Alelekov",217035,"Eclipse Foundation",,,"review+","PC",,,12,"2008-02-04 13:50:31","Linux",,"P1",,,"paulslau","Paul Slauenwhite","blocker","[Linux] Cannot start the Agent Controller."," ---",,"unspecified",0,
164988,"z_Archived","TPTP","sleeloy","CLOSED","FIXED","BIRT Test reports are not generated on Linux","2016-05-05 10:32:04",,"Sheldon Lee-Loy",,"Eclipse Foundation",,,,"PC",,,9,"2006-11-17 11:46:32","Linux",,"P1",,,"sleeloy","Sheldon Lee-Loy","blocker","BIRT Test reports are not generated on Linux"," ---",,"unspecified",0,
538637,"Community","CI-Jenkins","ci.admin-inbox","RESOLVED","FIXED","JIPP for jta","2018-10-02 06:59:22",,"CI Admin Inbox",,"Eclipse Foundation",,,,"PC",,,38,"2018-09-05 06:33:41","Windows 10",,"P1",,,"tom.jenkinson","Tom Jenkinson","blocker","JIPP for jta"," ---",,"unspecified",0,
229055,"z_Archived","TPTP","stanislav.v.polevic","CLOSED","FIXED","Problem with AC on Linux","2016-05-05 10:52:50",,"Stanislav Polevic",,"Eclipse Foundation",,,"review+","PC",,,9,"2008-04-28 10:12:42","Linux",,"P1",,,"kiryl.kazakevich","Kiryl Kazakevich","blocker","Problem with AC on Linux"," ---",,"unspecified",0,"closed460"
175152,"z_Archived","TPTP","slavescu","CLOSED","FIXED","Need ObjAllocationSites to be captured on a per class basis","2016-05-05 10:41:53",,"Marius Slavescu",,"Eclipse Foundation",,,,"PC",,,14,"2007-02-22 12:35:57","Windows XP",,"P1",,,"guru.nagarajan","Guru Nagarajan","blocker","Need ObjAllocationSites to be captured on a per class basis"," ---",,"unspecified",0,"closed460"
247060,"z_Archived","TPTP","jcayne","CLOSED","INVALID","Plug-in version numbers have decreased","2016-05-05 10:38:27",,"Joel Cayne",,"Eclipse Foundation",,,,"All",,,7,"2008-09-11 13:54:44","All",,"P1",,,"cdmontgo","Chad Montgomery","blocker","Plug-in version numbers have decreased"," ---",,"unspecified",0,"closed461"
199430,"z_Archived","TPTP","jcayne","CLOSED","FIXED","""EventLogReader.exe"" and ""EventLogReader2.exe"" missing from org.eclipse.hyades.logging.parsers plugin","2016-05-05 10:52:18",,"Joel Cayne",,"Eclipse Foundation",,,,"PC",,,12,"2007-08-09 10:12:05","Windows XP",,"P1",,,"vsatpute","vrushali satpute","blocker","""EventLogReader.exe"" and ""EventLogReader2.exe"" missing from org.eclipse.hyades.logging.parsers plugin"," ---",,"unspecified",0,"closed460"
508265,"Community","Nexus","webmaster","CLOSED","FIXED","Nexus VM is down","2016-11-28 05:36:05",,"Eclipse Webmaster",,"Eclipse Foundation",,,,"PC",,,2,"2016-11-28 03:50:49","All",,"P1",,,"sravankumarl","Sravan Kumar Lakkimsetti","blocker","Nexus VM is down"," ---",,"unspecified",0,
154957,"z_Archived","Jet","pelder.eclipse","VERIFIED","FIXED","Hygiene - no version tolerances","2020-05-01 16:11:09",,"Paul Elder",,"Eclipse Foundation",,,,"PC",,,4,"2006-08-23 19:00:21","Windows XP",,"P1",,,"mhalls","Matt Halls","blocker","Hygiene - no version tolerances"," ---",,"unspecified",0,
187987,"z_Archived","TPTP","hkyleung","CLOSED","DUPLICATE","Create Linux IPF and EM64T AC SDK and Runtime downloads","2016-05-05 10:40:14",,"Hubert Leung",,"Eclipse Foundation",,,,"PC",,,3,"2007-05-20 08:11:35","Windows 2000",,"P1",,,"jkubasta",,"blocker","Create Linux IPF and EM64T AC SDK and Runtime downloads"," ---",,"unspecified",0,
541600,"Community","Website","phoenix.ui-inbox","CLOSED","DUPLICATE","download.eclipse.org is throwing bad gateway error","2018-11-30 11:01:35",,"phoenix.ui",541183,"Eclipse Foundation",,,,"PC",,,5,"2018-11-27 08:24:10","Windows 7",,"P1",,,"sravankumarl","Sravan Kumar Lakkimsetti","blocker","download.eclipse.org is throwing bad gateway error"," ---",,"unspecified",0,
186616,"z_Archived","TPTP","sleeloy","CLOSED","WORKSFORME","Generating a report from the root-level AllManualTests fails","2016-05-05 10:29:50",,"Sheldon Lee-Loy",,"Eclipse Foundation",,,,"PC",,,13,"2007-05-11 13:40:34","Windows XP",,"P1",,,"aeberbac","Andrew Eberbach","blocker","Generating a report from the root-level AllManualTests fails"," ---",,"unspecified",0,
142915,"z_Archived","TPTP","ewchan","CLOSED","FIXED","IllegalArgumentException: Cannot bind to an incomplete key sequence","2016-05-05 10:40:37",,"Eugene Chan",,"Eclipse Foundation",,,,"PC",,,15,"2006-05-21 10:29:47","Windows XP",,"P1",,,"kitlo","Kit Lo","blocker","IllegalArgumentException: Cannot bind to an incomplete key sequence"," ---",,"unspecified",0,
257398,"Target Management","RSE","dmcknigh","RESOLVED","FIXED","Usage of Platform non-API in org.eclipse.rse.importexport","2019-04-09 16:27:36",,"David McKnight","172649, 253481","Tools",,,,"All",,,8,"2008-12-03 13:07:18","All",,"P1","mober.at+eclipse","Martin Oberhuber","mober.at+eclipse","Martin Oberhuber","blocker","Usage of Platform non-API in org.eclipse.rse.importexport","4.5.200",,"4.5.100",0,
284522,"z_Archived","TPTP","yunan.he","CLOSED","FIXED","Error message on JVMTI profiling using 4.5.2.1 M3b on Linux","2016-05-05 10:43:34",,"Yunan, He",,"Eclipse Foundation",,,,"PC",,,9,"2009-07-23 20:04:21","Linux",,"P1","kathy","Kathy Chan","jgwest","Jonathan West","blocker","Error message on JVMTI profiling using 4.5.2.1 M3b on Linux"," ---",,"unspecified",0,"Milestone3"
230169,"z_Archived","TPTP","igor.alelekov","CLOSED","FIXED","New view is opened for method invocatioon","2016-05-05 10:43:25",,"Igor Alelekov",,"Eclipse Foundation",,,"review+","All",,,11,"2008-05-05 05:52:53","All",,"P1",,,"analexee","Alexander N. Alexeev","blocker","New view is opened for method invocatioon"," ---",,"unspecified",0,"closed460"
104837,"z_Archived","TPTP","julien.canches","CLOSED","FIXED","TVT 3.1: TCT 409 - Test Navigator view local dropdown menu 'ToggleLinkingAction.text' label missing","2016-05-05 10:32:05",,"Julien Canches",,"Eclipse Foundation",,,,"PC",,,8,"2005-07-22 13:09:31","Windows XP",,"P1",,,"kitlo","Kit Lo","blocker","TVT 3.1: TCT 409 - Test Navigator view local dropdown menu 'ToggleLinkingAction.text' label missing"," ---",,"unspecified",0,
316062,"Java Server Faces","Documentation","raghunathan.srinivasan","CLOSED","FIXED","[doc] ""New and Noteworthy"" document in JSF User Guide fails to open (throws SAXParseException)","2017-12-19 13:26:50",,"Raghunathan Srinivasan",,"WebTools",,,"pmc_approved?, pmc_approved+, review+","All",,,13,"2010-06-07 18:12:10","All",,"P1",,,"debajit.adhikary","Debajit Adhikary","blocker","[doc] ""New and Noteworthy"" document in JSF User Guide fails to open (throws SAXParseException)","3.2 RC4",,"unspecified",0,"PMC_approved"
186817,"z_Archived","TPTP","guru.nagarajan","CLOSED","FIXED","Agent is available for attach in the Agent list even after it is attached.","2016-05-05 10:41:46",,"Guru Nagarajan",,"Eclipse Foundation",,,,"PC",,,13,"2007-05-14 11:37:03","Windows XP",,"P1",,,"guru.nagarajan","Guru Nagarajan","blocker","Agent is available for attach in the Agent list even after it is attached."," ---",,"unspecified",0,"closed460"
527764,"Community","CI-Jenkins","ci.admin-inbox","CLOSED","FIXED","Webtools Hudson instance is broken with HTTP 500, LDAP: error code 34 - invalid DN","2017-11-28 06:42:12",,"CI Admin Inbox",,"Eclipse Foundation",,,,"PC",,,8,"2017-11-26 11:18:09","Linux",,"P1",,,"nboldt","Nick Boldt","blocker","Webtools Hudson instance is broken with HTTP 500, LDAP: error code 34 - invalid DN"," ---",,"unspecified",0,
498116,"Community","Cross-Project","cross-project.inbox","RESOLVED","FIXED","Automatic Update Checking hoses the Download Server every Tuesday","2017-09-06 01:39:27",,"Cross-Project issues",515596,"Eclipse Foundation",,421779,"pmc_approved+","All",,,69,"2016-07-19 04:59:19","All",,"P1",,,"Ed.Merks","Ed Merks","blocker","Automatic Update Checking hoses the Download Server every Tuesday"," ---",,"unspecified",0,
193121,"z_Archived","TPTP","hkyleung","CLOSED","FIXED","update build dependencies","2016-05-05 10:47:36",,"Hubert Leung",,"Eclipse Foundation",,,,"PC",,,6,"2007-06-18 10:47:43","All",,"P1",,,"stoian","Sorin Stoian","blocker","update build dependencies"," ---",,"unspecified",0,
572210,"z_Archived","WindowBuilder","laurent.caron","CLOSED","MOVED","Reflective access with CGLIB breaks windowbuilder in java 16 and higher","2021-11-10 06:31:28",,"Laurent CARON",573490,"Eclipse Foundation",,,,"PC",,,20,"2021-03-23 04:24:11","Linux",,"P1",,,"alexandre.didiot","Missing name","blocker","Reflective access with CGLIB breaks windowbuilder in java 16 and higher"," ---",,"unspecified",0,
111015,"z_Archived","TPTP","samwai","CLOSED","FIXED","[Regression, Linux]  Socket reader class receives -1 and disconnects connection","2016-05-05 10:44:18",,"Samson Wai",,"Eclipse Foundation",,106568,,"PC",,,7,"2005-09-28 20:38:59","Linux",,"P1",,,"scott.schneider","Scott E. Schneider","blocker","[Regression, Linux]  Socket reader class receives -1 and disconnects connection"," ---",,"unspecified",0,"closed460"
549803,"Community","CI-Jenkins","ci.admin-inbox","CLOSED","FIXED","Capella JIPP  java.io.IOException: No space left on device","2019-08-06 03:20:34",,"CI Admin Inbox",,"Eclipse Foundation",,,,"PC",,,3,"2019-08-05 10:57:49","Windows NT",,"P1",,,"sandu.postaru","Sandu Postaru","blocker","Capella JIPP  java.io.IOException: No space left on device"," ---",,"unspecified",0,
205719,"z_Archived","TPTP","igor.alelekov","CLOSED","DUPLICATE","AC crash","2016-05-05 10:51:08",,"Igor Alelekov",,"Eclipse Foundation",,,,"PC",,,3,"2007-10-08 09:04:11","All",,"P1",,,"igor.alelekov","Igor Alelekov","blocker","AC crash"," ---",,"unspecified",0,"closed460"
250704,"z_Archived","TPTP","yi.y.zhang","CLOSED","DUPLICATE","Build errors while building Agent Controller on windows-ia32.","2016-05-05 10:53:51",,"ZhangYi",,"Eclipse Foundation",,,,"PC",,,4,"2008-10-13 21:13:02","Windows Server 2003",,"P1",,,"yi.y.zhang","ZhangYi","blocker","Build errors while building Agent Controller on windows-ia32."," ---",,"unspecified",0,"closed471"
228172,"z_Archived","TPTP","paulslau","CLOSED","FIXED","Can not run junit test using String and Double encrypted datapool data","2016-05-05 10:32:01",,"Paul Slauenwhite",,"Eclipse Foundation",,202695,"review+","All",,,9,"2008-04-22 04:47:24","All",,"P1",,,"huangxy","Xin Ying Huang","blocker","Can not run junit test using String and Double encrypted datapool data"," ---",,"unspecified",0,
99184,"z_Archived","TPTP","samwai","CLOSED","FIXED","(Plat) Unable to run a JUnit test as test from launch configuration","2016-05-05 10:33:06",,"Samson Wai",,"Eclipse Foundation",,97328,,"PC",,,22,"2005-06-09 11:59:48","Windows XP",,"P1",,,"pchitale","Poonam chitale","blocker","(Plat) Unable to run a JUnit test as test from launch configuration"," ---",,"unspecified",0,
141684,"z_Archived","TPTP","kevin.p.o'leary","CLOSED","FIXED","AC startup fails (Win-IPF 05/13 ) -- can't create pipe at end of TL setup","2016-05-05 10:52:34",,"Kevin P O'Leary",,"Eclipse Foundation",,,,"PC",,,4,"2006-05-13 20:44:11","Windows Server 2003",,"P1",,,"randy.d.smith","Randy D. Smith","blocker","AC startup fails (Win-IPF 05/13 ) -- can't create pipe at end of TL setup"," ---",,"unspecified",0,"closed460"
49008,"Platform","Update  (deprecated - use Eclipse>Equinox>p2)","birsan","RESOLVED","FIXED","Target workspace doesn't start anymore","2019-07-11 07:24:01",,"Dorian Birsan",,"Eclipse Project",,,,"PC",,,23,"2003-12-17 09:20:27","Windows XP",,"P1",,,"dirk_baeumer","Dirk Baeumer","blocker","Target workspace doesn't start anymore","3.0 M6",,3.0,0,
470387,"Jubula","RC","Maissmaallsmyss.Maulhs","CLOSED","FIXED","JavaFX toolkit - mapping leads to NPE","2016-05-19 03:38:52",,"Maissmaallsmyss Maulhs-Vvuillss",421595,"Technology",,,,"All",,,11,"2015-06-17 10:35:12","Windows All",,"P1","Oliver.Goetz","Oliver Goetz","Maissmaallsmyss.Maulhs","Maissmaallsmyss Maulhs-Vvuillss","blocker","JavaFX toolkit - mapping leads to NPE",4.0,,3.0,0,
228470,"z_Archived","TPTP","paulslau","CLOSED","FIXED","NPE inTestsuiteLocationWizardPage constructor if no wizard is given","2016-05-05 10:30:53",,"Paul Slauenwhite",,"Eclipse Foundation",,,"review+","PC",,,7,"2008-04-23 13:36:39","Windows XP",,"P1",,,"jerome.gout","Jerome Gout","blocker","NPE inTestsuiteLocationWizardPage constructor if no wizard is given"," ---",,"unspecified",0,
258742,"WTP ServerTools","wst.server","deboer","CLOSED","FIXED","need to react to Platorm change in jetty packaging","2017-10-11 16:26:49",,"Tim deBoer",,"WebTools",,,,"PC",,,12,"2008-12-13 21:10:38","Windows Vista",,"P1","deboer","Tim deBoer","david_williams","David Williams","blocker","need to react to Platorm change in jetty packaging"," ---",,3.1,0,
197778,"z_Archived","TPTP","igor.alelekov","CLOSED","WORKSFORME","Java HotSpot Error in libcbe.so getExtendedDataElementXML","2016-05-05 10:53:48",,"Igor Alelekov",,"Eclipse Foundation",,,,"PC",,,7,"2007-07-25 08:19:10","Linux",,"P1",,,"jamesblackburn+eclipse","James Blackburn","blocker","Java HotSpot Error in libcbe.so getExtendedDataElementXML"," ---",,"unspecified",0,"closed460"
299803,"z_Archived","TPTP","paulslau","CLOSED","FIXED","Verify Error thrown during JUnit Plug-in test execution","2016-05-05 10:29:32",,"Paul Slauenwhite","151071, 211751, 300990","Eclipse Foundation",,,,"All",,,5,"2010-01-15 14:33:49","All",,"P1","kathy","Kathy Chan","jcayne","Joel Cayne","blocker","Verify Error thrown during JUnit Plug-in test execution"," ---",,"unspecified",0,"bvt"
190954,"z_Archived","TPTP","apnan","CLOSED","FIXED","TVT33:TCT589: pl: Thread Group not externalized","2016-05-05 10:41:30",,"Alex Nan",,"Eclipse Foundation",,,"review+","PC",,,19,"2007-06-05 01:12:45","Linux-GTK",,"P1",,,"cdeadmin","CDE Administration","blocker","TVT33:TCT589: pl: Thread Group not externalized"," ---",589,"unspecified",0,
165026,"EMF Services","Transaction","give.a.damus","VERIFIED","FIXED","Exception caused by latest changes in TransactionImpl.addTriggers()","2017-02-24 15:10:26",,"Christian Damus",,"Modeling",,,,"PC",,,7,"2006-11-17 14:49:07","Windows XP",,"P1",,,"shatalin","Alex Shatalin","blocker","Exception caused by latest changes in TransactionImpl.addTriggers()"," ---",,"unspecified",0,
558107,"Community","Infrastructure","webmaster","RESOLVED","FIXED","[BLOCKING] Capella HIPP is down","2017-01-26 12:25:44",,"Eclipse Webmaster",,"Eclipse Foundation",,,,"All",,,4,"2017-01-26 04:21:11","All",,"P1",,,"christophe.gatti","Christophe Gatti","blocker","[BLOCKING] Capella HIPP is down"," ---",,"unspecified",0,1430
178079,"z_Archived","TPTP","hkyleung","CLOSED","WORKSFORME","[IAC] Cannot run an external java app with IAC","2016-05-05 11:01:28",,"Hubert Leung",,"Eclipse Foundation",,,,"PC",,,8,"2007-03-19 11:42:16","Windows XP",,"P1",,,"popescu","Valentina Popescu","blocker","[IAC] Cannot run an external java app with IAC"," ---",,"unspecified",0,"closed460"
538915,"Community","GitHub","webmaster","RESOLVED","FIXED","Restore membershift in eclipse-che team","2018-09-28 14:57:33",,"Eclipse Webmaster",,"Eclipse Foundation",,,,"PC",,,9,"2018-09-11 05:11:52","Linux",,"P1",,,"yivantso","Eugene Ivantsov","blocker","Restore membershift in eclipse-che team"," ---",,"unspecified",0,
186197,"z_Archived","TPTP","nmehrega","CLOSED","DUPLICATE","IAC will not start on Linux IA32","2016-05-05 11:02:40",,"Navid Mehregani",,"Eclipse Foundation",,,,"PC",,,4,"2007-05-09 12:37:55","Linux",,"P1",,,"dmorris","DuWayne Morris","blocker","IAC will not start on Linux IA32"," ---",,"unspecified",0,
123136,"EMF Services","Transaction","give.a.damus","VERIFIED","FIXED","Deadlock occurs when editing the properties with running background read tasks","2017-02-24 15:10:23",,"Christian Damus",,"Modeling",,,,"All",,,6,"2006-01-09 13:39:07","Windows XP",,"P1","vramaswa","Vishy Ramaswamy","vramaswa","Vishy Ramaswamy","blocker","Deadlock occurs when editing the properties with running background read tasks"," ---",,"unspecified",0,
218501,"z_Archived","TPTP","kiryl.kazakevich","CLOSED","FIXED","JPIAgent.dll is absent in AC and WB bundles","2016-05-05 10:41:40",,"Kiryl Kazakevich",,"Eclipse Foundation",,,,"PC",,,6,"2008-02-11 09:16:03","Windows All",,"P1",,,"analexee","Alexander N. Alexeev","blocker","JPIAgent.dll is absent in AC and WB bundles"," ---",,"unspecified",0,"closed460"
187988,"z_Archived","TPTP","jcayne","CLOSED","WONTFIX","Zip file needed for IAC tech preview","2016-05-05 10:38:13",,"Joel Cayne",,"Eclipse Foundation",,,,"PC",,,5,"2007-05-20 08:14:03","Windows 2000",,"P1",,,"jkubasta",,"blocker","Zip file needed for IAC tech preview"," ---",,"unspecified",0,
234453,"z_Archived","TPTP","analexee","CLOSED","FIXED","NPE in Thread Analysis view.","2016-05-05 10:47:40",,"Alexander N. Alexeev",,"Eclipse Foundation",,,"review+","PC",,,9,"2008-05-28 14:11:01","Windows XP",,"P1",,,"ewchan","Eugene Chan","blocker","NPE in Thread Analysis view."," ---",,"unspecified",0,
149971,"z_Archived","TPTP","samwai","CLOSED","FIXED","consecutive 'Test' playbacks results in refused connection on AIX","2016-05-05 10:51:10",,"Samson Wai",,"Eclipse Foundation",,,,"PC",,,30,"2006-07-07 09:36:43","AIX Motif",,"P1",,,"toddmm","Todd Merriweather","blocker","consecutive 'Test' playbacks results in refused connection on AIX"," ---",,"unspecified",0,"closed460"
230187,"z_Archived","TPTP","igor.alelekov","CLOSED","FIXED","Fetching of profiling collector is never time out.","2016-05-05 10:51:06",,"Igor Alelekov",,"Eclipse Foundation",,,"review+","PC",,,17,"2008-05-05 07:58:55","Windows XP",,"P1",,,"analexee","Alexander N. Alexeev","blocker","Fetching of profiling collector is never time out."," ---",,"unspecified",0,"closed460"
360166,"z_Archived","EDT","greer","CLOSED","FIXED","generated java script throws exception at runtime.","2017-02-23 14:20:10",,"Scott Greer",,"Eclipse Foundation",,,,"PC",,,4,"2011-10-06 16:22:00","Windows XP",,"P1",,,"jqian","Jing Qian","blocker","generated java script throws exception at runtime."," ---",,"unspecified",0,
141098,"z_Archived","TPTP","kevin.p.o'leary","CLOSED","FIXED","A long classpath causes buffer over flow","2016-05-05 10:53:50",,"Kevin P O'Leary",,"Eclipse Foundation",,,,"PC",,,22,"2006-05-10 13:31:56","Windows XP",,"P1",,,"nmehrega","Navid Mehregani","blocker","A long classpath causes buffer over flow"," ---",,"unspecified",0,
211051,"z_Archived","Higgins","vkokhan","CLOSED","FIXED","Update build script generator to handle excluded sources","2016-11-09 16:26:40",,"Valery Kokhan",,"Eclipse Foundation",,,,"All",,,3,"2007-11-27 06:42:26","All",,"P1",,,"vkokhan","Valery Kokhan","blocker","Update build script generator to handle excluded sources"," ---",,"unspecified",0,
150297,"z_Archived","TPTP","duncan","CLOSED","FIXED","AC/RAC cannot translation properly","2016-05-05 10:52:05",,"Bob Duncan",,"Eclipse Foundation",,,,"PC",,,7,"2006-07-11 15:00:57","Windows XP",,"P1",,,"hkyleung","Hubert Leung","blocker","AC/RAC cannot translation properly"," ---",,"unspecified",0,"closed460"
231453,"WTP Releng","releng","david_williams","VERIFIED","FIXED","P2 doesn't install all features, compared to UpdateManager","2018-06-29 15:25:02",,"David Williams",255075,"WebTools",,236278,"pmc_approved?, pmc_approved+","PC",,,33,"2008-05-10 23:05:59","Windows XP",,"P1","david_williams","David Williams","david_williams","David Williams","blocker","P2 doesn't install all features, compared to UpdateManager","3.10.0",,"unspecified",0,"PMC_approved"
